translation_id,book_id,chapter,verse,text,heading,is_paragraph,is_poetry,footnote
1,13,1,26,"Nhưng hoàng tử lại không mời tôi, nô bộc của ngài; cả tư tế Sađok, Bơnayahu, con của Yơhôyađa, và Salômon, tôi bộc của ngài cũng không.",,False,False,
1,13,1,27,"Có phải điều đã do tự Ðức Vua chúa công tôi mà đến, nhưng ngài đã không cho các tôi bộc của ngài được biết ai sẽ ngự lên ngai của Ðức Vua chúa công tôi để kế vị ngài?""",Salômon được xức dầu,False,False,
1,13,1,28,"Vua Ðavit lên tiếng nói: ""Hãy gọi Bat-Shêba vào cho ta"". Bà đi vào hầu vua và đứng trước mặt vua.",,True,False,
1,13,1,29,"Vua mới thề mà nói: ""Yavê hằng sống, Ðấng giựt thoát mạng ta khỏi mọi nỗi khốn cùng;",,False,False,
1,13,1,30,"như ta đã lấy Yavê Thiên Chúa của Israel mà thề với khanh rằng: Salômon, con của khanh sẽ kế ngôi ta, chính nó sẽ ngự trên ngai ta thay ta, ta sẽ thi hành như thế hôm nay!""",,False,False,
1,13,1,31,"Bat-Shêba quì gối xuống, mặt sát đất mà bái lạy vua và nói: ""Vạn tuế vua Ðavit chúa công tôi cho đến vạn đại!""",,False,False,
1,13,1,32,"Rồi vua Ðavít nói: ""Hãy gọi cho ta, tư tế Sađok, tiên tri Natan và Bơnayahu, con của Yơhôyađa"". Và họ đã vào hầu vua.",,False,False,
1,13,1,33,"Vua bảo họ: ""Các khanh hãy lấy thủ hạ của chúa công các khanh, đoạn để Salômon con ta cỡi con la cái của ta mà hộ giá xuống Ghikhôn.",,False,False,
1,13,1,34,"Ðến đó, tư tế Sađok và tiên tri Natan sẽ xức dầu tấn phong (Salômon) làm vua trên Israel. Ðoạn các khanh cho thổi tù và, cùng hô: ""Vạn tuế vua Salômon"".",,False,False,
1,13,1,35,"Rồi các khanh lên theo sau và (nó) sẽ đến ngự trên ngai của ta; nó sẽ làm vua thay ta, chính nó là người, ta đặt làm lãnh tụ trên Israel và Yuđa"".",,False,False,
1,13,1,36,"Bơnayahu, con của Yơhôyađa mới đáp lời vua và nói: ""Amen ! Xin Yavê Thiên Chúa của Ðức Vua, chúa công tôi, cũng phán như vậy!",,False,False,
1,13,1,37,"Yavê đã ở với Ðức Vua chúa công tôi thế nào, thì ước gì Người cũng ở với Salômon như vậy mà làm cho ngai ngài còn lớn lao hơn là ngai của Ðức Vua chúa công nữa!""",,False,False,
1,13,1,38,"Tư tế Sađok, tiên tri Natan, và Bơnayahu con của Yơhôyađa, làm một với quân Kơrêti và Pơlêti, đã cùng đi xuống; họ để Salômon cỡi con la cái của vua Ðavit và đưa ông xuống Ghikhôn.",,False,False,
1,13,1,39,"Tư tế Sađok đã lấy sừng dầu nơi trướng mà xức dầu cho Salômon. Tù và đã gióng thổi và toàn dân hô: ""Vạn tuế vua Salômon!""",,False,False,
1,13,1,40,"Ðoạn toàn dân kéo nhau lên đằng sau ông. Người ta thổi sáo, và reo vui lớn tiếng đến long trời lở đất.",Nỗi sợ của Ađôniyahu,False,False,
1,13,1,41,"Ađoniyahu và khách khứa hết thảy đang ở bên ông đều nghe được. Họ vừa mãn tiệc thì Yôab nghe thấy có tiếng tù và; ông mới nói: ""Tại sao lại có tiếng huyên náo trong thành nội?""",,True,False,
1,13,1,42,"Ông còn đang nói, thì này Yônatan con của tư tế Abiyatar đến, Ađôniyahu mới nói: ""Lại đây, anh là người đức độ, anh đem tin mừng đến""",,False,False,
1,13,1,43,"Yônatan đáp lại và nói với Ađôniyahu: ""Khốn nỗi, vua Ðavit, chúa công của chúng ta đã phong vương cho Salômon rồi!",,False,False,
1,13,1,44,"Ðức Vua đã sai Yơhôyađa đi với tư tế Sađok, tiên tri Natan, và Bơnayahu con của Yơhôyađa cùng quân Kơrêti và Pơlêti. Họ đã để y cỡi la của Ðức Vua.",,False,False,
1,13,1,45,"Ðoạn tư tế Sađok và tiên tri Natan đã xức dầu cho y làm vua ở Ghikhôn; rồi từ đó họ đi lên và mừng reo, và cả thành nội huyên náo; đó là tiếng các ngài đã nghe thấy.",,False,False,
1,13,1,46,"Hơn nữa, Salômon đã lên ngự trên ngai vua.",,False,False,
1,13,1,47,"Hơn nữa, các thần tôi của Ðức Vua đã vào chúc mừng vua Ðavit chúa công của chúng ta rằng: ""Xin Thiên Chúa của ngài khấng làm cho danh Salômon sán lạn hơn danh ngài, và làm cho ngai Salômon lớn lao hơn là ngai của ngài!"" Bấy giờ Ðức Vua đã phục lạy trên long sàng.",,False,False,
1,13,1,48,"Hơn nữa, Ðức Vua đã nói thế này: ""Chúc tụng Yavê Thiên Chúa Israel, Ðấng hôm nay đã cho có người thuộc dòng giống tôi lên ngự ngai tôi, mà mắt tôi được thấy!""",,False,False,
1,13,1,49,"Bấy giờ khách khứa của Ađôniyahu hết thảy đều kinh hoàng: họ đứng dậy bỏ đi, ai theo đường nấy.",,False,False,
1,13,1,50,Ađôniyahu sợ Salômon thì đã chỗi dậy đi vào nắm lấy sừng tế đàn.,,False,False,
1,13,1,51,"Tin đến cho Salômon hay rằng: ""Này Ađôniyahu sợ vua Salômon; này y đã nắm lấy sừng tế đàn mà rằng: Xin vua Salômon thề ngay hôm nay là ngài sẽ không tra gươm giết tôi tớ của ngài!""",,False,False,
1,13,1,52,"Salômon mới nói: ""Nếu hắn ở như người đức độ, thì một sợi tóc đầu hắn cũng sẽ không rơi xuống đất; còn nếu như bắt gặp được nơi hắn có điều tai ác, thì hắn sẽ chết"".",,False,False,
1,13,1,53,"Vua Salômon sai người đi đem Yơhôyađa xuống khỏi tế đàn. Y đã đến bái lạy vua Salômon. Và Salômon đã bảo Y: ""Khanh hãy lui về nhà!""",,False,False,
1,13,2,1,"Những ngày Ðavit mệnh một đã gần, ông có lời gửi gắm với Salômon con ông rằng:",Di chúc của Ðavit,True,False,
1,13,2,2,"""Ta sắp qua đường tất cả thiên hạ phải qua. Hãy ở mạnh mẽ và có chí lập thân làm người.",,False,False,
1,13,2,3,"Con sẽ tuân giữ điều Yavê Thiên Chúa của các con dạy phải giữ, là đi theo đường lối của Người; và giữ các luật điều, lịnh truyền, phán quyết và chứng tri của Người, như đã viết trong Luật Môsê, ngõ hầu con được thành công trong mọi sự con làm và mọi nơi con hướng đến,",,False,False,
1,13,2,4,"ngõ hầu Yavê làm cho ứng nghiệm lời Người đã phán với ta rằng: Nếu con cái ngươi giữ gìn đường lối của chúng ta là trung tín đi trước mặt Ta, hết lòng, hết linh hồn thì hẳn sẽ không hết người của ngươi trên ngai Israel.",,False,False,
1,13,2,5,"""Con cũng đã biết Yôab, con của Xơruayh đã làm gì cho ta, đã làm gì cho hai tướng quân của Israel, là Abner, con của Ner, và Amasa con của Yêter: Y đã hạ sát họ và đang hòa, y đã đổ máu thời chiến, y đã làm vấy bằng thứ máu thời chiến ấy, đai cân bên sườn y và dép nơi chân y.",,False,False,
1,13,2,6,"Con sẽ xử trí theo sự khôn ngoan của con, và đừng để cho tóc bạc y được an bình xuống nơi âm phủ.",,False,False,
1,13,2,7,"Còn đối với con cái của Barzillai người Galaađ, con sẽ xử theo ân tình ân nghĩa; họ sẽ vào hạng những người ăn ở bàn con, vì cũng vậy họ đã đến với ta hồi ta phải chạy trốn trước mặt Absalôm, anh con.",,False,False,
1,13,2,8,"Và này con có bên con, Shimơi, con của Ghêra, người Benyamin, quê ở Bakhurim. Y đã rủa độc ta bằng một lời nguyền rủa - đã hẳn là vô hiệu - ngày ta phải trẩy đi Makhanaim. Nhưng y đã xuống đón ta ở (sông) Yorđan và ta đã lấy Yavê thề với y rằng: Ta sẽ không tra gươm giết ngươi.",,False,False,
1,13,2,9,"Song bây giờ con sẽ không để y sống như vô tội vô can, vì con khôn đủ và biết con phải xử với y làm sao: con sẽ bắt tóc bạc y đền nợ máu trước khi xuống âm phủ"".",,False,False,
1,13,2,10,"Ðavit đã yên nghỉ với tổ tiên, và được tống táng trong Thành của Ðavít.",,False,False,
1,13,2,11,"Những ngày Ðavít làm vua trên Israel là bốn mươi năm: ông đã làm vua bảy năm ở Hêbrôn; và ở Yêrusalem, ông đã làm vua ba mươi ba năm.",,False,False,
1,13,2,12,Salômôn đã lên ngai của Ðavít cha ông và vương quyền của ông đã nên vững chắc.,Ađônyah chết,False,False,
1,13,2,13,"Ađônyah, con của Khaggit đến gặp Bat-Shêba, mẹ của Salômon, Bà nói: ""Hoàng tử đến, phải chăng là điềm an thái?"" Chàng nói: ""Dĩ nhiên (là) an thái"".",,True,False,
1,13,2,14,"Rồi chàng nói: ""Tôi có chuyện muốn thưa với bà"". Bà đáp: ""Hoàng tử cứ nói!"" Chàng nói: ""Chính bà cũng dư biết là vương quyền đáng lý thuộc về tôi, và toàn thể Israel đều hướng mặt về tôi trông tôi sẽ làm vua; nhưng vận đã xoay khác, làm vương quyền lại về em tôi, âu là sự cũng do bởi Yavê cả.",,False,False,
1,13,2,16,"Bây giờ ta chỉ có một lời xin này muốn ngỏ với bà, bà đừng hất hủi tôi"". Bà mới nói với chàng: ""Hoàng tử cứ nói""",,False,False,
1,13,2,17,"Chàng nói: ""Xin bà nói với vua Salômon, - vì ngài sẽ không hất hủi bà, - để ngài ban cho tôi Abishag người Shunen làm vợ"".",,False,False,
1,13,2,18,"Bat-Shêba liền nói: ""Tốt! tôi sẽ nói với vua hộ hoàng tử"".",,False,False,
1,13,2,19,"Quả Bat-Shêba đã tìm gặp vua Salômon để nói hộ Ađônyah. Vua đứng dậy nghinh đón bà, và bái lạy bà, đoạn ngồi lên ngai. Người ta đặt một ngai cho bà quốc mẫu. Vậy bà đã ngồi xuống bên hữu ông,",,False,False,
1,13,2,20,"rồi nói: ""Mẹ có một điều nhỏ mọn muốn xin với con, con đừng hất hủi mẹ!"" Vua liền nói với bà: ""Mẹ cứ xin, đã hẳn con không hất hủi mẹ được"".",,False,False,
1,13,2,21,"Bà nói: ""Thôi, ta hãy cho Abishag người Shunem làm vợ Ađônyah anh con!""",,False,False,
1,13,2,22,"Vua Salômon liền đáp lại và nói với mẹ: ""Tại sao mẹ lại xin Abishag người Shunem cho thằng Ađônyah? Thì mẹ hãy xin cho nó cả vương quyền đi, vì nó là anh trưởng của con và nó đã được cả tư tế Abiyatar, cả Yôab con của Xơruyah về phe nó"".",,False,False,
1,13,2,23,"Ðoạn Salômon lấy Yavê mà thề rằng: ""Xin Thiên Chúa phạt tôi như thế và khốn hơn thế, nếu Ađônyah không phải vong mạng vì đã dám nói ra lời ấy!",,False,False,
1,13,2,24,"Vậy bây giờ, Yavê hằng sống, Ðấng đã cho tôi vững thế, và đã cho tôi lên ngự trên ngai của Ðavit cha tôi và đã gầy cho tôi một gia đình như người đã phán, ngay hôm nay, Ađônyah sẽ phải chết"".",,False,False,
1,13,2,25,Vua Salômon đã trao việc ấy vào tay Bơnayahu con của Yơhôyađa. Y đã hạ thủ chàng và chàng đã chết.,Số phận của Abiyatar và của Yôab,False,False,
1,13,2,26,"Với tư tế Abiyatar, vua nói: ""Ngươi hãy về với đồng ruộng của ngươi ở Anatôt; quả ngươi đã đáng chết, nhưng, ta sẽ không xử tử ngươi hôm nay, vì ngươi đã khiêng Khám của Ðức Chúa Yavê, trước mặt Ðavit cha ta và đã trải qua mọi gian lao cha ta đã trải qua"".",,True,False,
1,13,2,27,Vậy Salômon đã đuổi Abiyatar đi không cho làm tư tế của Yavê - để làm trọn lời Yavê đã phán trên nhà Êli ở Silô.,,False,False,
1,13,2,28,"Tin đồn thấu đến Yôab - vì Yôab đã ngả về phe Ađônyah, tuy ông đã không ngả về phe Absalôm - Yôab đã trốn vào trướng của Yavê và nắm lấy sừng tế đàn.",,False,False,
1,13,2,29,"Tin báo cho vua Salômon hay là: ""Yôab đã trốn vào trướng của Yavê, và này ông đang ở bên cạnh tế đàn"". Salômon mới sai đi (nói với Yôab rằng: ""Ngươi có gì mà phải trốn vào bên tế đàn?"" Yôab mới nói: ""Là vì tôi sợ ngài, nên tôi đã trốn bên Yavê!"") Salômon mới sai Bơnayahu con của Yơhôyađa đi mà bảo: ""Ði! Hạ thủ bắn đi!""",,False,False,
1,13,2,30,"Bơnayahu vào trướng của Yavê và nói với ông: ""Ðức Vua phán thế này: Ra đi!"" Nhưng ông nói: ""Không! Vì ta muốn chết, ngay ở đây!"" Bơnayahu báo cáo lại với vua rằng: ""Yôab đã nói thế, đã trả lời tôi như thế"".",,False,False,
1,13,2,31,"Vua liền nói với y: ""Ngươi cứ làm như hắn đã nói; hãy hạ thủ hắn rồi chôn hắn đi. Như thế ngươi sẽ cất khỏi ta và gia đình cha ta, máu vô tội Yôab đã đổ.",,False,False,
1,13,2,32,"Yavê sẽ cho máu hắn đổ lại xuống đầu hắn, hắn là kẻ hạ thủ hai người có đức, và tốt lành hơn hắn, cùng đã tuốt gươm giết họ mà cha ta không hay biết: Abner, con của Ner, tướng quân của Israel, và Amasa, con của Yêter, tướng quân của Yuđa.",,False,False,
1,13,2,33,"Máu họ sẽ đổ xuống lại trên đầu Yôab, cùng trên đầu dòng giống hắn mãi mãi; còn an toàn là phần của Ðavit và dòng giống gia đình ngài, cùng ngai của ngài cho đến vạn đại nhờ ơn Yavê"".",,False,False,
1,13,2,34,Vậy Bơnayahu con của Yơhôyađa đã lên và hạ thủ ông. Người ta đã chôn cất ông tại nhà ông trong sa mạc.,,False,False,
1,13,2,35,"Ðoạn vua đã đặt Bơnayahu con của Yơhôyađa cai binh thay ông, và Sađok thì vua đặt làm tư tế thay Abiyatar.",Shimơi chết,False,False,
1,13,2,36,"Vua sai người triệu Shimơi đến và bảo y: ""Ngươi hãy xây nhà ở Yêrusalem mà ở lại chứ đừng ra khỏi mà đi đây đi đó.",,True,False,
1,13,2,37,"Hãy biết chắc rằng: ngày nào ngươi ra mà qua khe Kêđrôn, thì thế nào ngươi cũng phải chết, và máu ngươi sẽ đổ xuống đầu ngươi"".",,False,False,
1,13,2,38,"Shimơi mới tâu vua: ""Một lời chí lý! Ðức Vua chúa công tôi đã dạy thế nào, bầy tôi của ngài sẽ thi hành như vậy"". Và Shimơi đã ngụ ở Yêrusalem lâu ngày.",,False,False,
1,13,2,39,"Số là vào cuối năm thứ ba, hai tên nô lệ của Shimơi chạy chốn sang bên Akish con của Maakah, vua thành Gat. Người ta tin cho Shimơi hay rằng: ""Này, các tên nô lệ của ông ở tại thành Gat"".",,False,False,
1,13,2,40,"Shimơi chỗi dậy, thắng lừa và trẩy đi thành Gat đến với Akish để tìm các tên nô lệ. Ðoạn Shimơi lại lên đường mà đêm nô lệ từ thành Gat về.",,False,False,
1,13,2,41,Tin đến cho Salômon hay là Shimơi đã bỏ Yêrusalem đi thành Gat và đã trở về.,,False,False,
1,13,2,42,"Vua mới sai đi triệu Shimơi đến và nói với y: ""Ta lại đã không truyền ngươi lấy Yavê mà thề, và đã cảnh cáo ngươi rằng: Ngày nào ngươi ra mà đi đây đi đó, thì ngươi phải biết chắc rằng thế nào ngươi cũng phải chết! Và ngươi đã thưa với ta: ""Một lời chí lý! Tôi xin lĩnh ý"".",,False,False,
1,13,2,43,"Vậy tại sao ngươi đã không giữ lời thề nhân Danh Yavê và lịnh ta đã truyền cho ngươi?""",,False,False,
1,13,2,44,"Ðoạn vua nói với Shimơi: ""Chính ngươi cũng biết - hẳn lòng ngươi đã hay đã biết - tất cả sự độc ác ngươi đã làm cho Ðavit, cha ta! Yavê trút xuống lại đầu ngươi sự độc ác của ngươi,",,False,False,
1,13,2,45,"còn vua Salômon sẽ được chúc lành và ngai Ðavít sẽ vững vạn đại trước mặt Yavê"".",,False,False,
1,13,2,46,Rồi vua truyền cho Bơnayahu con của Yơhôyađa ra hạ thủ giết y và y đã chết. Và vương quyền đã vững trong tay Salômon.,,False,False,
1,13,3,1,"Salômon đã làm rể của Pharaô, vua Aicập. Ông đã cưới công chúa của Pharaô và đã đưa vào ở trong Thành của Ðavít, cho đến khi ông xây xong Ðền của ông, Nhà của Yavê và tường thành xung quanh Yêrusalem.","1- Salômon Người Khôn Ngoan

Hôn nhân của Salômon",True,False,
1,13,3,2,"Nhưng có điều là dân có tục tế lễ trên các cao đàn, vì cho đến những ngày ấy, Nhà kính Danh Yavê chưa được xây.",,False,False,
1,13,3,3,"Và Salômon yêu mến Yavê, mà đi theo các huấn điều của Ðavít, cha ông; nhưng có điều là ông đã tế lễ và huân yên trên các cao đàn.",Lòng đạo của Salômon,False,False,
1,13,3,4,"Vua đã thân hành đi Gabaôn để tế lễ ở đó, vì đó là ""cao đàn lớn"". Salômon đã thượng tiến nghìn thượng hiến trên tế đàn ấy.",,True,False,
1,13,3,5,"Ở Gabaôn, Yavê đã hiện ra cho Salômon trong mộng ban đêm, và Thiên Chúa phán: ""Hãy xin, ngươi muốn Ta ban gì cho ngươi?""",,False,False,
1,13,3,6,"Và Salômon nói: ""Người chiếu theo lòng nhân nghĩa lớn lao mà xử với tôi tớ Người là Ðavít cha tôi, bởi ngài đã đi trước Nhan Người trong sự tín thành, chính đức, đan tâm đối với Người. Người đã giữ nghĩa lớn lao ấy đối với ngài và đã ban cho ngài được có con ngự trên ngai của ngài, như (hiện thấy) ngày nay.",,False,False,
1,13,3,7,"Và bây giờ, lạy Yavê, Thiên Chúa của tôi, Người đã cho tôi tớ Người làm vua kế vị Ðavit cha tôi, tôi, một đứa trẻ bé mọn, chưa biết (ngõ) ra, (lối) vào.",,False,False,
1,13,3,8,"Tôi tớ của Người lại ở giữa dân Người, mà Người đã chọn, một dân đông đảo nhiều không sao kể xiết hay đếm được.",,False,False,
1,13,3,9,"Xin Người ban cho tôi tớ Người tấm lòng biết nghe, để phân xử việc dân Người, để biết biện minh điều phải điều trái, vì nào ai cáng đáng được việc phân xử trên dân hùng hậu của Người đây""",,False,False,
1,13,3,10,"Lời ấy được đẹp mắt Ðức Chúa, vì Salômon đã xin điều ấy.",,False,False,
1,13,3,11,"Thiên Chúa đã phán với ông: ""Bởi vì ngươi đã xin điều ấy, chứ ngươi không xin cho được (sống) nhiều ngày, ngươi không xin cho được của cải, không xin cho được mạng quân thù, nhưng bởi ngươi đã xin cho biết biện minh, để nghe theo công lý,",,False,False,
1,13,3,12,"thì này, Ta làm theo các lời của ngươi, này Ta ban cho ngươi tấm lòng khôn ngoan, thượng trí, khiến trước ngươi không ai sánh được với ngươi, và sau ngươi cũng sẽ không có ai bì được với ngươi.",,False,False,
1,13,3,13,"Và cả những điều ngươi không xin, Ta cũng ban cho ngươi: của cải, cũng như vinh sang, đến nỗi cả trong hàng vua chúa cũng không có ai sánh được với ngươi, mọi ngày đời ngươi.",,False,False,
1,13,3,14,"Nếu ngươi đi theo đường lối của Ta mà nắm giữ các luật điều và lịnh truyền của Ta, như Ðavit cha ngươi đã đi, Ta sẽ cho ngươi được dài ngày"".",,False,False,
1,13,3,15,"Bấy giờ Salômon tỉnh giấc, và này: đó là mộng triệu. Ông đã về Yêrusalem và vào chầu trước Khám Giao ước của Ðức Chúa; ông đã thượng tiến những lễ thượng hiến và đã dâng lễ kỳ an và thiết tiệc tất cả bầy tôi của ông.",Salômon xử kiện,False,False,
1,13,3,16,Bấy giờ có hai gái điếm đến với ông và đứng hầu trước mặt ông.,,True,False,
1,13,3,17,"Một trong hai y thị tâu: ""Dám thưa chúa thượng, tôi và chị kia ở chung một nhà; và tôi đã sinh con, có chị ấy ở trong nhà.",,False,False,
1,13,3,18,Tôi ở cữ được ba ngày thì chị ấy cũng sinh con. Chúng tôi ở với nhau; không có người lạ nào ở với chúng tôi trong nhà; chỉ có hai người chúng tôi ở nhà mà thôi.,,False,False,
1,13,3,19,"Một đêm nọ, con chị ấy chết, vì chị ngủ đè phải con.",,False,False,
1,13,3,20,"Giữa đêm, chị đã trỗi dậy bồng lấy con tôi nơi cạnh sườn tôi, trong lúc nữ tỳ của ngài ngủ, mà đặt nó nằm nơi lòng chị, còn con chị đã chết, thì chị đã đặt nằm nơi lòng tôi.",,False,False,
1,13,3,21,"Sáng ngày tôi dậy cho con bú, thì này nó chết rồi! Nhưng khi nhìn kỹ nó lúc sáng ngày, thì này nó không phải là con tôi, đứa tôi đã đẻ"".",,False,False,
1,13,3,22,"Nhưng chị kia nói: ""Không đâu! Ðứa sống chính là con tôi: đứa chết là con chị!"" Chị nọ cãi lại: ""Không đâu! Ðứa chết là chính con chị, đứa sống là con tôi!"" Họ đã nói như thế trước mặt vua.",,False,False,
1,13,3,23,"Vua nói: ""Chị này nói: Ðứa sống đích thị là con tôi, đứa chết là con chị. Còn chị kia cãi lại: Không đâu! Ðứa chết chính là con chị, đứa sống là con tôi!""",,False,False,
1,13,3,24,"Ðoạn vua phán: ""Lấy cho ta một thanh gươm"". Và người ta đã đem gươm đến trước mặt vua.",,False,False,
1,13,3,25,"Ðoạn vua phán: ""Phanh thây đứa bé sống làm hai, và cho chị này một nửa, chị kia một nửa"".",,False,False,
1,13,3,26,"Chị có đứa con sống mới tâu vua, vì lòng dạ nó bỏng xót lên vì con nó: ""Dám thưa chúa thượng, xin cho chị ấy đứa con mọn còn sống! Xin đừng giết nó!"" Nhưng chị kia nói: ""Nó sẽ chẳng thuộc về tôi, cũng chẳng thuộc về chị! Xin cứ phanh thây!""",,False,False,
1,13,3,27,"Vua lên tiếng phán: ""Cho chị kia đứa con mọn còn sống, đừng giết nó! Mẹ của nó đó!""",,False,False,
1,13,3,28,"Toàn thể Israel nghe biết phán quyết của vua ra thì đem lòng kính phục uy của vua, vì họ thấy nơi vua có sự khôn ngoan của Thiên Chúa để thi hành công lý.",,False,False,
1,13,4,1,Vua Salômon làm vua trên tất cả Israel.,Tổ chức hành chánh của Salômon,True,False,
1,13,4,2,"Ðây là các tướng công của ông: Azaryahu, con của Sađok, là tư tế;",,False,False,
1,13,4,3,"Elikholeph và Akhiyah, con của Shisha là ký lục; Yơhôshaphat, con của Akhiluda làm ngự sử;",,False,False,
1,13,4,4,"Bơnazahu, con của Yơhôyađa, cai binh; Sađok và Abiyatar, là tư tế;",,False,False,
1,13,4,5,"Azaryahu, con của Nathan, cai các tổng trấn; (và) Yabuđ con của Nathan là tư tế bạn của vua;",,False,False,
1,13,4,6,"(và) Akhishar là cai cung điện; Eliab con của Saphat, cai binh; Ađôniram, con của Abđa, cai khổ dịch.",,False,False,
1,13,4,7,Salômon có mười hai tổng trấn trên toàn thể Israel. Họ lo tiếp tế cho vua và triều đình; mỗi (tổng trấn) phải lo tiếp tế một tháng mỗi năm.,,False,False,
1,13,4,8,"Ðây là danh sách của họ: con của Khur, vùng Núi Ephraim;",,False,False,
1,13,4,9,"..., con của Ðêqer, ở Maqas, Shaalbim, Bet-Shêmesh, Ayyalôn, Bet-Khanan;",,False,False,
1,13,4,10,"..., con của Khêseđ, ở Arubbot; cũng thuộc về ông, Sokoh và tất cả vùng Khêpher;",,False,False,
